Alive precision,AliveDate,Alternate Link,Alternate_ID,Alternate_name,BirthDate,BornPrecision,DeathDate,DeathPrecision,FullTextPageNum,Index Category 1,LifeLength,LifeLength Precision,LineNumber,NameInIndex,NameOnChart,On Chart: Line #,OnChartCategory,Region_final,Section starting Line,Sex or gender V2,UO_ID,Watkins_ID,WikiLink,WikiLink in MM10?,aproxBirthDate,aproxDeathDate,case,continent,country,discrepancy
fl.,-50.0,,,,,,,,99.0,Act,,,65.0,Roscius,Roscius,23.0,Artists Poets,Italy,42.0,male,2010.0,,https://en.wikipedia.org/wiki/Quintus_Roscius_Gallus,https://en.wikipedia.org/wiki/Quintus_Roscius_Gallus,-73.0,-27.0,"case3
",0,0,
,,,,,,,652.0,d.,100.0,,,,143.0,Rotharis the Lombard,Rotharis,17.0,Statesmen and Warriors,Italy,126.0,male,2011.0,,https://en.wikipedia.org/wiki/Rothari,https://en.wikipedia.org/wiki/Rothari,607.0,652.0,case2,Europe,Italy,
fl.,843.0,,,,,,,,100.0,,,,152.0,Rothric,Rothric,26.0,Statesmen and Warriors,Northern Crowns,126.0,male,2012.0,,https://en.wikipedia.org/wiki/Rorik_of_Dorestad ,https://en.wikipedia.org/wiki/Rorik_of_Dorestad ,820.0,866.0,"case3
",Europe|North America,Danish Realm,
,,,,,,,1640.0,d.,100.0,Pa,63.0,,59.0,Rubens,Rubens,17.0,Artists Poets,Germany,42.0,male,2013.0,,https://en.wikipedia.org/wiki/Peter_Paul_Rubens,https://en.wikipedia.org/wiki/Peter_Paul_Rubens,1577.0,1640.0,case1,Europe,Germany,
,,,,,,,1762.0,d.,100.0,St,,,67.0,Rubilliac,Roubiliac,25.0,Artists Poets,France,42.0,male,2014.0,,https://en.wikipedia.org/wiki/Louis-Fran%C3%A7ois_Roubiliac,https://en.wikipedia.org/wiki/Louis-Fran%C3%A7ois_Roubiliac,1717.0,1762.0,case2,Europe,France,
,,,,,,,395.0,d.,100.0,,,,136.0,Ruffinus,Ruffinus,10.0,Statesmen and Warriors,France,126.0,male,2015.0,,https://en.wikipedia.org/wiki/Rufinus_(consul),https://en.wikipedia.org/wiki/Rufinus_(consul),350.0,395.0,case2,Europe|Africa|Asia,Ancient Rome,
fl.,110.0,,,,,,,,100.0,Ph,,,76.0,Rufus Ephesius,Rufus Eph:,8.0,Mathematicians &cc Physicians,Turky in Asia,68.0,male,2016.0,,https://en.wikipedia.org/wiki/Rufus_of_Ephesus,https://en.wikipedia.org/wiki/Rufus_of_Ephesus,87.0,133.0,"case3
",Asia|Europe,Turkey,
,,,,,,,1682.0,d.,100.0,,63.0,,131.0,"Rupert, Prince",Rupert,5.0,Statesmen and Warriors,Germany,126.0,male,2017.0,,https://en.wikipedia.org/wiki/Prince_Rupert_of_the_Rhine,https://en.wikipedia.org/wiki/Prince_Rupert_of_the_Rhine,1619.0,1682.0,case1,Europe,Czech Republic,
,,,,,,,1135.0,d.,100.0,D,,,107.0,Rupertus,Rupertus,9.0,Divines and Metaphysicians &cc,France,98.0,male,2018.0,,https://en.wikipedia.org/wiki/Rupert_of_Deutz,https://en.wikipedia.org/wiki/Rupert_of_Deutz,1090.0,1135.0,case2,Europe,Belgium,
,,,,,,,1727.0,d.,100.0,,75.0,,126.0,Russel Admiral,Ad: Russel,0.0,Statesmen and Warriors,Great Britain,126.0,male,2019.0,,"https://en.wikipedia.org/wiki/Edward_Russell,_1st_Earl_of_Orford","https://en.wikipedia.org/wiki/Edward_Russell,_1st_Earl_of_Orford",1652.0,1727.0,case1,Europe,United Kingdom,
,,,,,,,1683.0,d.,100.0,,44.0,,149.0,Russel Lord,Lord Russel,23.0,Statesmen and Warriors,Great Britain,126.0,male,2020.0,,"https://en.wikipedia.org/wiki/William_Russell,_Lord_Russell","https://en.wikipedia.org/wiki/William_Russell,_Lord_Russell",1639.0,1683.0,case1,0,0,
,,,,,,,1731.0,d.,100.0,Ph,93.0,,69.0,Ruych,Ruych,1.0,Mathematicians &cc Physicians,France,68.0,male,2023.0,,https://en.wikipedia.org/wiki/Frederik_Ruysch,https://en.wikipedia.org/wiki/Frederik_Ruysch,1638.0,1731.0,case1,Europe|Central America,Netherlands,
,,,,,,,1381.0,d.,100.0,D,,,105.0,Ruysbrokius,Ruysbrokius,7.0,Divines and Metaphysicians &cc,France,98.0,male,2024.0,,https://en.wikipedia.org/wiki/John_of_Ruusbroec,https://en.wikipedia.org/wiki/John_of_Ruusbroec,1336.0,1381.0,case2,Europe,Belgium,
,,,,,,,1676.0,d.,100.0,,69.0,,136.0,Ruyter,Ruyter,10.0,Statesmen and Warriors,France,126.0,male,2025.0,,https://en.wikipedia.org/wiki/Michiel_de_Ruyter,https://en.wikipedia.org/wiki/Michiel_de_Ruyter,1607.0,1676.0,case1,Europe|Central America,Netherlands,
,,,,,,,1762.0,d.,100.0,St,,,65.0,Rysbrac,Rysbrac,23.0,Artists Poets,France,42.0,male,2026.0,,https://en.wikipedia.org/wiki/John_Michael_Rysbrack,https://en.wikipedia.org/wiki/John_Michael_Rysbrack,1717.0,1762.0,case2,Europe,Belgium,
,,https://books.google.com/books?id=Rh4QAAAAYAAJ&pg=PA293&lpg=PA293&dq=sabbacon&source=bl&ots=5btuPYf1dQ&sig=ACfU3U1-NMOPwXTr9XU2n4saDLE3pUaodA&hl=en&sa=X&ved=2ahUKEwiZztTj3LHnAhVDgp4KHTRGDZEQ6AEwAnoECAcQAQ#v=onepage&q=sabbacon&f=false,,,,,-701.0,d. af.,100.0,,,,129.0,Sabbacon,Sabacon,3.0,Statesmen and Warriors,Africa,126.0,male,2027.0,,0,0,656.0,702.0,case8,0,0,
,,,,,,,1666.0,d.,100.0,J,,,101.0,Sabbati Levi,Sabatai Levi,3.0,Divines and Metaphysicians &cc,Turky in Asia,98.0,male,2028.0,,https://en.wikipedia.org/wiki/Sabbatai_Zevi,https://en.wikipedia.org/wiki/Sabbatai_Zevi,1621.0,1666.0,case2,Asia|Europe,Turkey,
,,https://books.google.com/books?id=9sM-AAAAYAAJ&pg=PA277&lpg=PA277&dq=saifodawla+universal+history&source=bl&ots=BK-NVCWElD&sig=ACfU3U0EJp--MQ-jKaOqBBhemSZM6LGCEA&hl=en&sa=X&ved=2ahUKEwj7lqGu3rHnAhVOu54KHQKZDpIQ6AEwF3oECAkQAQ#v=onepage&q=saifodawla&f=false,,,,,966.0,d.,100.0,,53.0,,130.0,Saifodawla,Saifodaula,4.0,Statesmen and Warriors,0,126.0,male,2033.0,,0,0,913.0,966.0,case1,0,0,
,,,,,,,1539.0,d.,100.0,L,80.0,ab.,1.0,Saintgermain,Saintgermain,1.0,Historians and Antiquaries Lawyers,0,0.0,male,2034.0,,https://en.wikipedia.org/wiki/Christopher_St._Germain,https://en.wikipedia.org/wiki/Christopher_St._Germain,1459.0,1539.0,case4,0,0,
,,,,,,,1193.0,d.,100.0,,57.0,,134.0,Saladin,Saladin,8.0,Statesmen and Warriors,Turky in Asia,126.0,male,2035.0,,https://en.wikipedia.org/wiki/Saladin,missing from MM10,1136.0,1193.0,case1,Asia,Iraq,
,,,,,,,-35.0,d.,100.0,H,51.0,,16.0,Sallust,Sallust,16.0,Historians and Antiquaries Lawyers,Italy,0.0,male,2037.0,,https://en.wikipedia.org/wiki/Sallust,missing from MM10,-86.0,-35.0,case1,Europe,Italy,
,,,,,,,-712.0,d.,100.0,,,,132.0,Salmanassar,Salmanassar,6.0,Statesmen and Warriors,Turky in Asia,126.0,male,2038.0,,https://en.wikipedia.org/wiki/Shalmaneser_V,https://en.wikipedia.org/wiki/Shalmaneser_V,-757.0,-712.0,case2,0,0,
,,,,,,,1653.0,d.,100.0,Cr,57.0,,29.0,Salmasius,Salmasius,7.0,Orators and Critics &cc,France,22.0,male,2039.0,,https://en.wikipedia.org/wiki/Claudius_Salmasius,https://en.wikipedia.org/wiki/Claudius_Salmasius,1596.0,1653.0,case1,Europe,France,
fl.,440.0,,,,,,,,100.0,F,,,107.0,Salvian,Salvian,9.0,Divines and Metaphysicians &cc,Germany,98.0,male,2040.0,,https://en.wikipedia.org/wiki/Salvian,https://en.wikipedia.org/wiki/Salvian,417.0,463.0,"case3
",Europe,Germany,
,,,,,,,143.0,d. af.,100.0,L,,,2.0,Salvius Julian,S. Julian,2.0,Historians and Antiquaries Lawyers,Africa,0.0,male,2041.0,,https://en.wikipedia.org/wiki/Salvius_Julianus,https://en.wikipedia.org/wiki/Salvius_Julianus,98.0,144.0,case8,Africa,Tunisia,
fl.,216.0,,,,,,,,100.0,P,,,52.0,Sammonicus Q.,Sammonicus,10.0,Artists Poets,Turky in Asia,42.0,male,2042.0,,https://en.wikipedia.org/wiki/Serenus_Sammonicus,https://en.wikipedia.org/wiki/Serenus_Sammonicus,193.0,239.0,"case3
",Asia|Europe,Turkey,
,,,,,,,-1060.0,d. ab.,100.0,,97.0,,140.0,Samuel,Samuel,14.0,Statesmen and Warriors,Turky in Asia,126.0,male,2043.0,,https://en.wikipedia.org/wiki/Samuel,missing from MM10,963.0,1060.0,case6,0,0,
,,,,,,,250.0,d.,100.0,J,,,100.0,Samuel Jarchi,S. Jarchi,2.0,Divines and Metaphysicians &cc,0,98.0,male,2044.0,,https://en.wikipedia.org/wiki/Ruth_1,https://en.wikipedia.org/wiki/Ruth_1,205.0,250.0,case2,0,0,
fl.,-422.0,,,,,,,,100.0,J,,,102.0,Sanballat,Sanballat,4.0,Divines and Metaphysicians &cc,0,98.0,male,2045.0,,https://en.wikipedia.org/wiki/Sanballat_the_Horonite,https://en.wikipedia.org/wiki/Sanballat_the_Horonite,-445.0,-399.0,"case3
",0,0,
,,,,,,,925.0,d.,102.0,,,,140.0,Sancho of Navarre,Sancho N.,14.0,Statesmen and Warriors,Spain,126.0,male,2046.0,,https://en.wikipedia.org/wiki/Sancho_I_of_Pamplona,https://en.wikipedia.org/wiki/Sancho_I_of_Pamplona,880.0,925.0,case2,Europe,Spain,
,,,,,,,1034.0,do. D.,102.0,,,,139.0,Sancho the Great,Sancho Gr N.,13.0,Statesmen and Warriors,0,126.0,male,2047.0,,https://en.wikipedia.org/wiki/Sancho_III_of_Pamplona,https://en.wikipedia.org/wiki/Sancho_III_of_Pamplona,,,,0,0,
fl.,-1048.0,,,,,,,,102.0,HP,,,118.0,Sanchoniathon,Sanchoniathon,20.0,Divines and Metaphysicians &cc,0,98.0,male,2048.0,,https://en.wikipedia.org/wiki/Sanchuniathon,https://en.wikipedia.org/wiki/Sanchuniathon,-1071.0,-1025.0,"case3
",0,0,Year
fl.,1610.0,,,,,,,,102.0,Ph,,,71.0,Sanctorius,Sanctorius,3.0,Mathematicians &cc Physicians,Italy,68.0,male,2049.0,,https://en.wikipedia.org/wiki/Santorio_Santorio,https://en.wikipedia.org/wiki/Santorio_Santorio,1587.0,1633.0,"case3
",Europe,Slovenia,
,,,,,,,1530.0,d.,102.0,P,62.0,,46.0,Sannazar,Sannazar,4.0,Artists Poets, ,42.0,male,2050.0,,https://en.wikipedia.org/wiki/Jacopo_Sannazaro,https://en.wikipedia.org/wiki/Jacopo_Sannazaro,1468.0,1530.0,case1,Europe,Italy,
,,,,,,,-647.0,d.,102.0,,,,134.0,Saosduchinus,Saosduchinus,8.0,Statesmen and Warriors,Turky in Asia,126.0,male,2051.0,,https://en.wikipedia.org/wiki/Sennacherib,https://en.wikipedia.org/wiki/Sennacherib,-692.0,-647.0,case2,Asia|Asia|Africa,Iraq|Assyrian Empire,
,,,,,,,273.0,d.,102.0,,,,128.0,Sapor 1st,Sapor,2.0,Statesmen and Warriors,Persia,126.0,male,2052.0,,https://en.wikipedia.org/wiki/Shapur_I,https://en.wikipedia.org/wiki/Shapur_I,228.0,273.0,case2,Asia,Iran,
,,,,,,,380.0,d.,102.0,,,,129.0,Sapor 2nd,Sapor 2d,3.0,Statesmen and Warriors,Persia,126.0,male,2053.0,,https://en.wikipedia.org/wiki/Shapur_II,https://en.wikipedia.org/wiki/Shapur_II,335.0,380.0,case2,Asia,Iran,
fl.,-600.0,,,Sappho,,,,,102.0,P,,,50.0,Sappho,Sappho,8.0,Artists Poets, ,42.0,female,2054.0,8623.0,https://en.wikipedia.org/wiki/Sappho,missing from MM10,-623.0,-577.0,"case3
",Europe,Greece,
,,,,,,,-1055.0,d.,102.0,,,,141.0,Saul,Saul,15.0,Statesmen and Warriors,Turky in Asia,126.0,male,2055.0,,https://en.wikipedia.org/wiki/Saul,https://en.wikipedia.org/wiki/Saul,-1100.0,-1055.0,case2,Asia,Israel,
,,,,,,,1739.0,d.,102.0,M,57.0,,88.0,Saunderson,Saunderson,20.0,Mathematicians &cc Physicians,Great Britain,68.0,male,2056.0,,https://en.wikipedia.org/wiki/Nicholas_Saunderson,https://en.wikipedia.org/wiki/Nicholas_Saunderson,1682.0,1739.0,case1,Europe,United Kingdom,
,,,,,,,1498.0,d.,102.0,D,46.0,,116.0,Savanorola,Savanorola,18.0,Divines and Metaphysicians &cc,Italy,98.0,male,2057.0,,https://en.wikipedia.org/wiki/Girolamo_Savonarola,https://en.wikipedia.org/wiki/Girolamo_Savonarola,1452.0,1498.0,case1,Europe,Italy,
,,,,,,,1622.0,d.,102.0,M,73.0,,84.0,Saville H.,H. Saville,16.0,Mathematicians &cc Physicians,Great Britain,68.0,male,2058.0,,https://en.wikipedia.org/wiki/Henry_Savile_(Bible_translator),https://en.wikipedia.org/wiki/Henry_Savile_(Bible_translator),1549.0,1622.0,case1,Europe,United Kingdom,
,,,,,,,1750.0,d.,102.0,,54.0,,139.0,"Saxe, Count",Saxe,13.0,Statesmen and Warriors,Germany,126.0,male,2059.0,,https://en.wikipedia.org/wiki/Maurice_de_Saxe,https://en.wikipedia.org/wiki/Maurice_de_Saxe,1696.0,1750.0,case1,Europe,Germany,
fl.,1211.0,,,,,,,,102.0,H,,,18.0,Saxo Grammaticus,Saxo Gn,18.0,Historians and Antiquaries Lawyers,Northern Crowns,0.0,male,2060.0,,https://en.wikipedia.org/wiki/Saxo_Grammaticus,missing from MM10,1188.0,1234.0,"case3
",Europe|North America,Denmark,
fl.,-150.0,,,,,,,,102.0,L,,,3.0,Scaevola M,Scavola,3.0,Historians and Antiquaries Lawyers,Italy,0.0,male,2061.0,,https://en.wikipedia.org/wiki/Quintus_Mucius_Scaevola_Augur,https://en.wikipedia.org/wiki/Quintus_Mucius_Scaevola_Augur,-173.0,-127.0,"case3
",0,0,
,,,,,,,1609.0,d.,102.0,Cr,69.0,,33.0,Scaliger Junior,J. Scaliger,11.0,Orators and Critics &cc,France,22.0,male,2062.0,,https://en.wikipedia.org/wiki/Joseph_Justus_Scaliger,https://en.wikipedia.org/wiki/Joseph_Justus_Scaliger,1540.0,1609.0,case1,Europe,France,
,,,,,,,1558.0,d.,102.0,Cr,75.0,,34.0,Scaliger Senior,J.C. Scaliger,12.0,Orators and Critics &cc,Italy,22.0,male,2063.0,,https://en.wikipedia.org/wiki/Julius_Caesar_Scaliger,https://en.wikipedia.org/wiki/Julius_Caesar_Scaliger,1483.0,1558.0,case1,Europe,Italy,
,,,,,,,1467.0,d.,102.0,,63.0,,132.0,Scanderberg,Scanderberg,6.0,Statesmen and Warriors,Turky in Europe,126.0,male,2064.0,,https://en.wikipedia.org/wiki/Skanderbeg,https://en.wikipedia.org/wiki/Skanderbeg,1404.0,1467.0,case1,Europe,Albania,
,1600.0,,,,,,,,-99.0,,,,74.0,Scheiner,Scheiner,6.0,Mathematicians &cc Physicians,Germany,68.0,male,2065.0,,https://en.wikipedia.org/wiki/Christoph_Scheiner,https://en.wikipedia.org/wiki/Christoph_Scheiner,1577.0,1623.0,,Europe,Germany,NI
fl.,1536.0,,,,,,,,102.0,M,,,87.0,Schonerus J.,Schonerus,19.0,Mathematicians &cc Physicians,Germany,68.0,male,2066.0,,https://en.wikipedia.org/wiki/Johannes_Sch%C3%B6ner,https://en.wikipedia.org/wiki/Johannes_Sch%C3%B6ner,1513.0,1559.0,"case3
",Europe,Germany,
,,,,,,,1649.0,d.,102.0,Cr,73.0,,34.0,Scioppius,Scioppius,12.0,Orators and Critics &cc,Germany,22.0,male,2067.0,,https://en.wikipedia.org/wiki/Caspar_Schoppe,https://en.wikipedia.org/wiki/Caspar_Schoppe,1576.0,1649.0,case1,Europe,Germany,
,,,,,,,-184.0,d.,102.0,,51.0,ab.,147.0,Scipio Africanus,Scipio Afr.,21.0,Statesmen and Warriors,Italy,126.0,male,2068.0,,https://en.wikipedia.org/wiki/Scipio_Africanus,missing from MM10,133.0,184.0,case4,Europe,Italy,
,,,,,,,-129.0,d.,102.0,,56.0,,145.0,Scipio Africanus 2d,Scipio Af. 2d,19.0,Statesmen and Warriors,Italy,126.0,male,2069.0,,https://en.wikipedia.org/wiki/Scipio_Aemilianus,https://en.wikipedia.org/wiki/Scipio_Aemilianus,-185.0,-129.0,case1,Europe,Italy,
fl.,-190.0,,,,,,,,102.0,,,,143.0,Scipio Asiaticus,Scipio Asiat.,17.0,Statesmen and Warriors,Italy,126.0,male,2070.0,,https://en.wikipedia.org/wiki/Lucius_Cornelius_Scipio_Asiaticus,https://en.wikipedia.org/wiki/Lucius_Cornelius_Scipio_Asiaticus,-213.0,-167.0,"case3
",Europe,Italy,
,,,,,,,-133.0,d. af.,102.0,,,,141.0,Scipio Nasica Serapion,Sc. Nasica,15.0,Statesmen and Warriors,Italy,126.0,male,2071.0,,https://en.wikipedia.org/wiki/Publius_Cornelius_Scipio_Nasica_Serapio_(consul_138_BC),https://en.wikipedia.org/wiki/Publius_Cornelius_Scipio_Nasica_Serapio_(consul_138_BC),88.0,134.0,case8,Europe,Italy,
fl.,10.0,,,,,,,,102.0,Ph,,,73.0,Scribonius Largus Desig.,Scribonius,5.0,Mathematicians &cc Physicians,Italy,68.0,male,2073.0,,https://en.wikipedia.org/wiki/Scribonius_Largus,https://en.wikipedia.org/wiki/Scribonius_Largus,-13.0,33.0,"case3
",0,0,
fl.,-500.0,,,,,,,,102.0,Geo,,,18.0,Scylax Chariandensis,Scylax P.,18.0,Historians and Antiquaries Lawyers,0,0.0,male,2074.0,,https://en.wikipedia.org/wiki/Scylax_of_Caryanda,missing from MM10,-523.0,-477.0,"case3
",0,0,
fl.,-90.0,,,,,,,,102.0,Geo,,,14.0,Scymnus Chius,Scymnus Ch:,14.0,Historians and Antiquaries Lawyers, ,0.0,male,2075.0,,https://en.wikipedia.org/wiki/Scymnus,https://en.wikipedia.org/wiki/Scymnus,-113.0,-67.0,"case3
",Europe,Greece,
,,,,,,,1578.0,d.,102.0,,24.0,,130.0,Sebastian,Sebastian,4.0,Statesmen and Warriors, ,126.0,male,2076.0,,https://en.wikipedia.org/wiki/Sebastian_of_Portugal,https://en.wikipedia.org/wiki/Sebastian_of_Portugal,1554.0,1578.0,case1,Europe,Portugal,
,,,,,,,615.0,d.,102.0,H,,,21.0,Secundus,Secundus,21.0,Historians and Antiquaries Lawyers,0,0.0,male,2077.0,,https://en.wikipedia.org/wiki/Secundus_of_Trent,https://en.wikipedia.org/wiki/Secundus_of_Trent,570.0,615.0,case2,0,0,
fl.,449.0,,,,,,,,102.0,P,,,46.0,Sedulius,Sedulius,4.0,Artists Poets,Italy,42.0,male,2078.0,,https://en.wikipedia.org/wiki/Coelius_Sedulius,https://en.wikipedia.org/wiki/Coelius_Sedulius,426.0,472.0,"case3
",0,0,
,,,,,,,31.0,d.,102.0,,,,139.0,Sejanus,Sejanus,13.0,Statesmen and Warriors,Italy,126.0,male,2079.0,,https://en.wikipedia.org/wiki/Sejanus,missing from MM10,-14.0,31.0,case2,Europe,Italy,
,,,,,,,1654.0,d.,102.0,Cr,70.0,,41.0,"Selden, John",Selden,19.0,Orators and Critics &cc,Great Britain,22.0,male,2080.0,,https://en.wikipedia.org/wiki/John_Selden,https://en.wikipedia.org/wiki/John_Selden,1584.0,1654.0,case1,Europe,United Kingdom,
,,,,,,,280.0,d.,103.0,,78.0,,128.0,Seleucus,Seleucus,2.0,Statesmen and Warriors,Turky in Europe,126.0,male,2081.0,,https://en.wikipedia.org/wiki/Seleucus_I_Nicator,https://en.wikipedia.org/wiki/Seleucus_I_Nicator,202.0,280.0,case1,Europe,Greece,YearCh
,,,,,,,1519.0,d.,103.0,,54.0,,128.0,Selim 1st,Selim 1st,2.0,Statesmen and Warriors,Turky in Asia,126.0,male,2082.0,,https://en.wikipedia.org/wiki/Selim_I,https://en.wikipedia.org/wiki/Selim_I,1465.0,1519.0,case1,Asia|Europe,Turkey,
fl.,-760.0,,,Semiramis,,,,,103.0,,,,127.0,Semiramis,Semiramis,1.0,Statesmen and Warriors,0,126.0,female,2083.0,8759.0,https://en.wikipedia.org/wiki/Semiramis,https://en.wikipedia.org/wiki/Semiramis,-783.0,-737.0,"case3
",0,0,
fl.,60.0,,,,,,,,103.0,L,,,3.0,Sempronius Proculus,Proculus,3.0,Historians and Antiquaries Lawyers,0,0.0,male,2084.0,,https://en.wikipedia.org/wiki/Proculus_(jurist),https://en.wikipedia.org/wiki/Proculus_(jurist),37.0,83.0,"case3
",0,0,
fl.,-300.0,,,,,,,,103.0,,,,4.0,Sempronius Sapiens,Sempronius Sap:,4.0,Historians and Antiquaries Lawyers,0,0.0,unsure,2085.0,,https://en.wikipedia.org/wiki/Sempronia_(gens),https://en.wikipedia.org/wiki/Sempronia_(gens),-323.0,-277.0,"case3
",0,0,
,,,,,,,-709.0,d.,103.0,,,,135.0,Senacherib,Senacherib,9.0,Statesmen and Warriors,Turky in Asia,126.0,male,2086.0,,https://en.wikipedia.org/wiki/Sennacherib,https://en.wikipedia.org/wiki/Sennacherib,-754.0,-709.0,case2,Asia|Asia|Africa,Iraq|Assyrian Empire,
,,,,,,,65.0,d.,103.0,HP,63.0,,116.0,Seneca,Seneca,18.0,Divines and Metaphysicians &cc,Spain,98.0,male,2087.0,,https://en.wikipedia.org/wiki/Seneca_the_Younger,missing from MM10,2.0,65.0,case1,Europe,Spain,
fl.,65.0,,,,,,,,103.0,P,,,48.0,Seneca L. A.,L. Seneca,6.0,Artists Poets,Spain,42.0,male,2088.0,,https://en.wikipedia.org/wiki/Seneca_the_Younger,https://en.wikipedia.org/wiki/Seneca_the_Younger,42.0,88.0,"case3
",Europe,Spain,
fl.,64.0,,,,,,,,103.0,Cr,,,38.0,Seneca M. A.,M. Seneca,16.0,Orators and Critics &cc,Spain,22.0,male,2089.0,,https://en.wikipedia.org/wiki/Seneca_the_Elder,missing from MM10,41.0,87.0,"case3
",Europe,Spain,
,,,,,,,-73.0,d.,103.0,,,,151.0,Sertorius,Sertorius,25.0,Statesmen and Warriors,Italy,126.0,male,2092.0,,https://en.wikipedia.org/wiki/Quintus_Sertorius,https://en.wikipedia.org/wiki/Quintus_Sertorius,-118.0,-73.0,case2,Europe,Italy,
,,,,,,,1553.0,d.,103.0,D,44.0,,115.0,Servetus M.,Servetus,17.0,Divines and Metaphysicians &cc,Spain,98.0,male,2093.0,,https://en.wikipedia.org/wiki/Michael_Servetus,https://en.wikipedia.org/wiki/Michael_Servetus,1509.0,1553.0,case1,Europe,Spain,
fl.,310.0,,,,,,,,103.0,Cr,,,41.0,Servius,Servius,19.0,Orators and Critics &cc,Italy,22.0,male,2094.0,,https://en.wikipedia.org/wiki/Maurus_Servius_Honoratus,https://en.wikipedia.org/wiki/Maurus_Servius_Honoratus,287.0,333.0,"case3
",0,0,YearCh
,,,,,,,-956.0,d.,103.0,,,,132.0,Sesac,Sesac,6.0,Statesmen and Warriors,0,126.0,male,2095.0,,https://en.wikipedia.org/wiki/Shishak,https://en.wikipedia.org/wiki/Shishak,-1001.0,-956.0,case2,0,0,
fl.,-701.0,,,,,,,,103.0,,,,128.0,Sethosis,Sethon,2.0,Statesmen and Warriors,Africa,126.0,male,2096.0,,https://en.wikipedia.org/wiki/Shebitku,https://en.wikipedia.org/wiki/Shebitku,-724.0,-678.0,"case3
",0,0,
fl.,-30.0,,,"Severus, Cornelius",,,,,103.0,P,,,44.0,Severus,Severus C.,2.0,Artists Poets, ,42.0,male,2097.0,8786.0,https://en.wikipedia.org/wiki/Cornelius_Severus,https://en.wikipedia.org/wiki/Cornelius_Severus,-53.0,-7.0,"case3
",Africa|Europe|Africa|Europe|Africa|Asia,Ancient Carthage|Byzantine Empire|Libya|Ancient Rome,
,,,,"Severus, Lucius-Septimius",,,211.0,d.,103.0,,56.0,,141.0,Severus,Severus,15.0,Statesmen and Warriors,Italy,126.0,male,2098.0,8783.0,https://en.wikipedia.org/wiki/Septimius_Severus,https://en.wikipedia.org/wiki/Septimius_Severus,155.0,211.0,case1,Europe,Italy,
fl.,-201.0,,,,,,,,103.0,L,,,2.0,Sextus Aelius Catus,Sextus,2.0,Historians and Antiquaries Lawyers,Italy,0.0,male,2099.0,,https://en.wikipedia.org/wiki/Sextus_Aelius_Paetus_Catus,https://en.wikipedia.org/wiki/Sextus_Aelius_Paetus_Catus,-224.0,-178.0,"case3
",0,0,
fl.,170.0,,,,,,,,103.0,HP,,,121.0,Sextus Empiricus,Sextus Emp,23.0,Divines and Metaphysicians &cc,Italy,98.0,male,2100.0,,https://en.wikipedia.org/wiki/Sextus_Empiricus,missing from MM10,147.0,193.0,"case3
",0,0,
,,,,,,,1466.0,d.,103.0,,66.0,,137.0,Sforza Fr.,F. Sforza,11.0,Statesmen and Warriors,Italy,126.0,male,2101.0,,https://en.wikipedia.org/wiki/Francesco_I_Sforza,https://en.wikipedia.org/wiki/Francesco_I_Sforza,1400.0,1466.0,case1,Europe,Italy,
,,,,,,,819.0,d.,103.0,Moh,54.0,,104.0,Shafei,Shafei,6.0,Divines and Metaphysicians &cc,Turky in Asia,98.0,male,2102.0,,https://en.wikipedia.org/wiki/Al-Shafi%E2%80%98i,https://en.wikipedia.org/wiki/Al-Shafi%E2%80%98i,765.0,819.0,case1,Asia,Palestinian National Authority,
,,,,,,,1616.0,d.,103.0,P,53.0,,52.0,Shakespeare,Shakespeare,10.0,Artists Poets,0,42.0,male,2103.0,,https://en.wikipedia.org/wiki/William_Shakespeare,https://en.wikipedia.org/wiki/William_Shakespeare,1563.0,1616.0,case1,Europe|Europe,United Kingdom|United Kingdom,
fl.,1450.0,,,,,,,,103.0,J,,,99.0,Shammai,Shammai,1.0,Divines and Metaphysicians &cc,,98.0,male,2104.0,,https://en.wikipedia.org/wiki/Shammai,missing from MM10,1427.0,1473.0,"case3
",0,0,
,,,,,,,1713.0,d.,103.0,Mor,42.0,,104.0,Shastesbury,Shastesbury,6.0,Divines and Metaphysicians &cc,,98.0,male,2105.0,,"https://en.wikipedia.org/wiki/Anthony_Ashley-Cooper,_3rd_Earl_of_Shaftesbury",missing from MM10,1671.0,1713.0,case1,Europe,United Kingdom,
,,,,,,,1682.0,d.,103.0,,61.0,,151.0,"Shastesbury, Earl of",Shastesb:,25.0,Statesmen and Warriors,,126.0,male,2106.0,,"https://en.wikipedia.org/wiki/Anthony_Ashley_Cooper,_1st_Earl_of_Shaftesbury",missing from MM10,1621.0,1682.0,case1,Europe,United Kingdom,
,,,,,,,1761.0,d.,103.0,D,83.0,,105.0,Sherlock,Sherlock,7.0,Divines and Metaphysicians &cc,,98.0,male,2108.0,,https://en.wikipedia.org/wiki/Thomas_Sherlock,https://en.wikipedia.org/wiki/Thomas_Sherlock,1678.0,1761.0,case1,Europe,United Kingdom,
,,,,,,,1296.0,d.,103.0,,80.0,,127.0,Shi-tzu,Shi-tzu,1.0,Statesmen and Warriors,,126.0,male,2109.0,,https://en.wikipedia.org/wiki/Kublai_Khan,https://en.wikipedia.org/wiki/Kublai_Khan,1216.0,1296.0,case1,0,0,
