place_name,index_section,index_text,placeID
Judea,Judea,"The Israelites may be said to have begun to be a nation upon their leaving Egypt in the year 1491 B.C. In 1450 they took possession of the land of Canaan, but were several times in subjection to the neighbouring nations (while they were governed by judges) till 1095, when Saul was chosen their king. The whole nation continued under one head till 975, when upon the death of Solomon, the Ten Tribes separated from those of Judah and Benjamin. The Ten Tribes falling into idolatry, were finally carried into captivity by Senacherib king of Assyria, whereby an end was put to the kingdom of Israel in 721. The Jews, falling into the same courses, were, at length, conquered by Nebuchadnezzar king of Babylon, in 606 (the country possessed by the Ten Tribes having fallen to Babylon upon the conquest of Nineveh in 609). In 536 Zerubbabel returned with part of the captivity, and from this time the Jews (as the people were then called) continued a separate state, but in subjection to the Persians, to Alexander, and his successors in Syria, till 153, when they asserted their independency under the Maccabees, and retained it till 61, when Pompey made them tributary. They continued, however, a distinct people, and sometimes under kings of their own, though, in fact, under the Roman yoke; till, rebelling in 65 after Christ, Titus (who was afterwards emperor of Rome) in the year 70, besieged, and utterly destroyed their capital city Jerusalem. From this time the Jews have been scattered over all the face of the earth. In 636 this country was conquered by the Saracens, and underwent all the revolutions of Syria till 1099, when it was recovered from the Mahometan powers by the Franks, or Christians of this western part of the world; but Jerusalem was retaken by the sultan of Egypt in 1187, and in 1291 the Franks lost every thing they had conquered in this country. Under the sultans of Egypt it continued till 1516, when it was taken from them by the Turks.",7.07
Arabia,Arabia,"This country, according to scripture prophecies, was never yet conquered by any foreign power, though several attempts have been made for that purpose. About the year 622 the Arabians began to distinguish themselves, under the name of Saracens; for Mohammed, at that time, made himself the head of a sect, which, in about 11 or 12 years made themselves masters of all Arabia, and presently after extended their conquests over a great part of the world.
In 891 the sect of Karmatians arose, possessed themselves of all Arabia, and frequently threatened the caliphat, or empire of the Saracens, the seat of which had been removed to Bagdat. This sect retained their power till about 990, after which they dwindled away, some of them joining the Batanists, or Assassins. After this, Ismael, a nephew of Saladin, and who reigned in part of Arabia, assumed the title of Caliph: but his subjects soon rebelled against him, and put him to death. It is said, however, that the prince of a great part of this country is one of his descendants, and therefore of the Ajubian family.",8.01
Iberia or Georgia,Iberia or Georgia,"We read of a king of Iberia in the time of Mithridates king of Pontus. His name was Artoces, who, being defeated by Pompey, made peace upon honourable terms. After this time we know but little of this country till it was conquered by the Seljuks, under Alp Arslan, in 1072. Jenghis Khan conquered it in 1222, Timur in 1394, and Jehan Shah, the Turkman of Adherbitzan, in 1452. In 1536 it surrendered to the Turks.",7.08
Armenia Major (Armenia major),"Armenia Major, or Adherbitzan","This country was part of the antient Median empire, and underwent the same revolutions with it till 224 B.C. when two of the presects of Antiochus the Great, Zadriades and Artaxeas, revolted; the former of them taking possession of Armenia Minor, and the latter of this country. In the succession of Artaxeas was Tigranes the Great, in 95 B.C. who extended his empire by the reduction of Armenia Minor and other provinces. This prince surrendered to Pompey in 66 B.C. but his family continued upon the throne till Trajan reduced his kingdom to a Roman province in 106. In 370 Sapor king of Parthia conquered this country, but was soon obliged to relinquish it to the Romans; who, however, did not long retain it; for it was under its own princes when the Saracens conquered it about 651. The Seljukian Turks probably conquered it about 1046. After which it underwent a variety of revolutions, till it was conquered by the Prince of Karasm in 1200, who was expelled by Jenghis Khan in 1218. In 1335 the Ilkanian dynasty was founded here by Sheik Hassan Ilkani, and continued till 1385, when Timur conquered it; but this Tartar did not keep it long, for we find the Ilkanian princes sovereigns of it presently after. Upon the death of Ahmed Jalayr, the last of the Ilkanian dynasty, in 1405, Kara Yusef, the head of the Turkmans, took possession of it. This dynasty was called Kara Koyunlu, or of the black sheep; and in 1488 it was conquered by that family which was surnamed the white sheep. In 1500 this province was conquered by Ismael Sofi; but it was reduced by Selim II, in 1552; since which time it has continued in subjection to the Turks, except the eastern parts, of which the Persians are still masters.",7.09
Armenia Minor,Armenia Minor,"This province underwent the revolutions of Armenia Major till about 224 B.C. when it became a separate state, under Zadriades above mentioned. Tigranes king of Armenia Major conquered this country presently after he began his  reign in 95 B.C. and upon his surrender in 66 B.C. it became dependent upon the Romans, who gave it to whom they pleased till the reign of Vespasian, in 71, who reduced it into the form of a Roman province. Upon the decline of the Roman empire in the east, this country often became dependent upon the Persians; but it was reduced by the Saracens about 651. In 1046 the Seljukian Turks seized it. It was conquered by the Karasmiads in 1200, and by Jenghis Khan in 1218. The Ilkanian dynasty was founded here about 1335, Timur conquered it in 1381, and Kara Yusef, the head of the Turkmans, from whom it was called Turcomania, possessed it in 1405. In 1488 it was, together with Armenia Major, conquered by the family of the white sheep. Ismael Sofi, the Persian, subdued it in 1500, but in 1514 it was reduced by Selim I, emperor of the Turks.",7.1
Pontus,Pontus,"This country came into subjection to Croesus king of Lydia about 560 B.C. and underwent the revolutions of the Lydian and Persian empires, till about 300 B.C. when it became independent of the Macedonians under Mithridates II. This kingdom grew very considerable under Mithridates VII, who extended his empire over all Asia Minor, but could not retain his conquests, being defeated successively by Sylla, Lucullus, and Pompey; and after many dreadful defeats, this country was disposed of by the Romans on his death, in 64 B.C. Upon the taking of Constantinople by the Latins in 1204, Alexius Comnenus established, at Trebifond in this country, a new empire of the Greeks, which continued till Mohammed II, put an end to it in 1459.",7.11
Bithynia,Bithynia,"This was a separate kingdom before the time of Croesus king of Lydia, who conquered Prussias, king of this country about 560 B.C. After this it underwent  the revolutions of the Lydian and Persian empires, till 332 B.C. when they were conquered by Alexander the Great. Presently after this Bithynia was governed by kings of its own, with one of whom, named Prussia, Hannibal took refuge after he left Antiochus. Nicomedes IV, the last of this race, left his dominions to the Romans in 40 B.C. Under the Romans it continued till about 1150, when part of it was seized by the princes of the Seljukian dynasty, which began in other parts of Asia Minor, called Rum, in 1087, when Soleiman the son of Kotolmish, nephew of Togrul Beg, began his reign, and ended in 1244 at the death of Gayothoddin Kay Khosrow; for the princes that followed him were tributary to the Roman emperor, and their territories being much divided, they ceased to make any figure. Out of the ruins of these dynasties rose the Othman Turks, who in 1298 conquered part of this province, and in 1327 took the capital, Prusa, which they made the seat of their empire for many years.",7.12
Lydia,Lydia,"The Lydians were a very antient nation, and were governed by a succession of kings to Croesus, who was famous for his riches and power; but in 544 B.C. he was conquered by Cyrus, who besieged and took him in his capital, Sardis. After this, Lydia underwent the revolutions of the Persian empire, till 283 B.C. when it became part of the kingdom of Pergamos, which commenced under Philaeterus, surnamed the Eunuch, and was seized by the Romans in consequence of the will of Attalus king of Pergamos in 133 B.C. It remained a part of the eastern Roman empire till about 1326, when it was conquered by the Turks.",7.13
Phrygia Minor,Phrygia Minor,"The inhabitants of this country were of great antiquity, and were chiefly famous for the reign of Priam and his ancestors, at Troy, its capital, which was taken by the Greeks in 904 B.C. About 560 it became part of the empire of Croesus king of Lydia, and afterwards underwent the revolutions of that country.",7.14
Germany (northern),Germany,"This country was antiently divided into a great number of independent states, but it was a long time before any of them made themselves considerable. About 390 B.C. some colonies of Gauls, under Segovesus, settled in Germany. In 25 B.C. in the time of Augustus, the Romans, under their general Vincius, gained several advantages over the Germans; in 12 B.C. Drusus defeated the Rhaeti, Vindelici, and Norici; in 16 after Christ Germanicus defeated the Angrivarii, Cherusci, and Catti; in 177 Aurelius gained some advantages against the Marcomani; and in 276 Probus made farther conquests; but about the latter end of the third century the Romans lost all their possessions in Germany.

In 432 the Huns, a Tartar nation, dislodged by the Chinese general Tewhyen, in the reign of Hyau-Hoti, emperor of the Han dynasty, conquered a great part of Germany. They seized all the country which extends from the Tanais to the Danube, expelling the Alans, who dwelt on the banks of theTanais, then the Goths, and then the Visigoths, on the Nieper. Attila extended their conquests as far as the Euxine sea. In 771 Charlemaigne conquered several nations of Germany, in 772 he defeated the Saxons, and in 785 he completely reduced and forced them to become christians. In 788 he reduced the duke of Bavaria, and then was master of all Germany.

Upon the death of Lewis the Mild, this country was divided from France, Lotharius being declared emperor of Germany, and Charles the Bald king of France. The Carlovingian race expired in Lewis IV, and Conrad, duke of Franconia and Hesse, who was made emperor in 912, is said to have been the first proper emperor of Germany. In 1273 Rodolph of Hapsburgh, of the house of Austria, was elected emperor. In 1519 the empire was united to Spain, in the person of Charles V, but this union ceased upon his abdication, in 1556.",9.01
Germany (eastern),Germany,"This country was antiently divided into a great number of independent states, but it was a long time before any of them made themselves considerable. About 390 B.C. some colonies of Gauls, under Segovesus, settled in Germany. In 25 B.C. in the time of Augustus, the Romans, under their general Vincius, gained several advantages over the Germans; in 12 B.C. Drusus defeated the Rhaeti, Vindelici, and Norici; in 16 after Christ Germanicus defeated the Angrivarii, Cherusci, and Catti; in 177 Aurelius gained some advantages against the Marcomani; and in 276 Probus made farther conquests; but about the latter end of the third century the Romans lost all their possessions in Germany.

In 432 the Huns, a Tartar nation, dislodged by the Chinese general Tewhyen, in the reign of Hyau-Hoti, emperor of the Han dynasty, conquered a great part of Germany. They seized all the country which extends from the Tanais to the Danube, expelling the Alans, who dwelt on the banks of theTanais, then the Goths, and then the Visigoths, on the Nieper. Attila extended their conquests as far as the Euxine sea. In 771 Charlemaigne conquered several nations of Germany, in 772 he defeated the Saxons, and in 785 he completely reduced and forced them to become christians. In 788 he reduced the duke of Bavaria, and then was master of all Germany.

Upon the death of Lewis the Mild, this country was divided from France, Lotharius being declared emperor of Germany, and Charles the Bald king of France. The Carlovingian race expired in Lewis IV, and Conrad, duke of Franconia and Hesse, who was made emperor in 912, is said to have been the first proper emperor of Germany. In 1273 Rodolph of Hapsburgh, of the house of Austria, was elected emperor. In 1519 the empire was united to Spain, in the person of Charles V, but this union ceased upon his abdication, in 1556.",9.02
Germany (southern),Austria and Germany,"""This country was antiently divided into a great number of independent states, but it was a long time before any of them made themselves considerable. About 390 B.C. some colonies of Gauls, under Segovesus, settled in Germany. In 25 B.C. in the time of Augustus, the Romans, under their general Vincius, gained several advantages over the Germans; in 12 B.C. Drusus defeated the Rhaeti, Vindelici, and Norici; in 16 after Christ Germanicus defeated the Angrivarii, Cherusci, and Catti; in 177 Aurelius gained some advantages against the Marcomani; and in 276 Probus made farther conquests; but about the latter end of the third century the Romans lost all their possessions in Germany.

In 432 the Huns, a Tartar nation, dislodged by the Chinese general Tewhyen, in the reign of Hyau-Hoti, emperor of the Han dynasty, conquered a great part of Germany. They seized all the country which extends from the Tanais to the Danube, expelling the Alans, who dwelt on the banks of theTanais, then the Goths, and then the Visigoths, on the Nieper. Attila extended their conquests as far as the Euxine sea. In 771 Charlemaigne conquered several nations of Germany, in 772 he defeated the Saxons, and in 785 he completely reduced and forced them to become christians. In 788 he reduced the duke of Bavaria, and then was master of all Germany. Upon the death of Lewis the Mild, this country was divided from France, Lotharius being declared emperor of Germany, and Charles the Bald king of France. The Carlovingian race expired in Lewis IV, and Conrad, duke of Franconia and Hesse, who was made emperor in 912, is said to have been the first proper emperor of Germany. In 1273 Rodolph of Hapsburgh, of the house of Austria, was elected emperor. In 1519 the empire was united to Spain, in the person of Charles V, but this union ceased upon his abdication, in 1556.

This country was antiently divided into a great number of independent states, but it was a long time before any of them made themselves considerable. About 390 B.C. some colonies of Gauls, under Segovesus, settled in Germany. In 25 B.C. in the time of Augustus, the Romans, under their general Vincius, gained several advantages over the Germans; in 12 B.C. Drusus defeated the Rhaeti, Vindelici, and Norici; in 16 after Christ Germanicus defeated the Angrivarii, Cherusci, and Catti; in 177 Aurelius gained some advantages against the Marcomani; and in 276 Probus made farther conquests; but about the latter end of the third century the Romans lost all their possessions in Germany.

In 432 the Huns, a Tartar nation, dislodged by the Chinese general Tewhyen, in the reign of Hyau-Hoti, emperor of the Han dynasty, conquered a great part of Germany. They seized all the country which extends from the Tanais to the Danube, expelling the Alans, who dwelt on the banks of theTanais, then the Goths, and then the Visigoths, on the Nieper. Attila extended their conquests as far as the Euxine sea. In 771 Charlemaigne conquered several nations of Germany, in 772 he defeated the Saxons, and in 785 he completely reduced and forced them to become christians. In 788 he reduced the duke of Bavaria, and then was master of all Germany.

Upon the death of Lewis the Mild, this country was divided from France, Lotharius being declared emperor of Germany, and Charles the Bald king of France. The Carlovingian race expired in Lewis IV, and Conrad, duke of Franconia and Hesse, who was made emperor in 912, is said to have been the first proper emperor of Germany. In 1273 Rodolph of Hapsburgh, of the house of Austria, was elected emperor. In 1519 the empire was united to Spain, in the person of Charles V, but this union ceased upon his abdication, in 1556.""",9.03
Germany (western),Germany,"This country was antiently divided into a great number of independent states, but it was a long time before any of them made themselves considerable. About 390 B.C. some colonies of Gauls, under Segovesus, settled in Germany. In 25 B.C. in the time of Augustus, the Romans, under their general Vincius, gained several advantages over the Germans; in 12 B.C. Drusus defeated the Rhaeti, Vindelici, and Norici; in 16 after Christ Germanicus defeated the Angrivarii, Cherusci, and Catti; in 177 Aurelius gained some advantages against the Marcomani; and in 276 Probus made farther conquests; but about the latter end of the third century the Romans lost all their possessions in Germany.

In 432 the Huns, a Tartar nation, dislodged by the Chinese general Tewhyen, in the reign of Hyau-Hoti, emperor of the Han dynasty, conquered a great part of Germany. They seized all the country which extends from the Tanais to the Danube, expelling the Alans, who dwelt on the banks of theTanais, then the Goths, and then the Visigoths, on the Nieper. Attila extended their conquests as far as the Euxine sea. In 771 Charlemaigne conquered several nations of Germany, in 772 he defeated the Saxons, and in 785 he completely reduced and forced them to become christians. In 788 he reduced the duke of Bavaria, and then was master of all Germany.

Upon the death of Lewis the Mild, this country was divided from France, Lotharius being declared emperor of Germany, and Charles the Bald king of France. The Carlovingian race expired in Lewis IV, and Conrad, duke of Franconia and Hesse, who was made emperor in 912, is said to have been the first proper emperor of Germany. In 1273 Rodolph of Hapsburgh, of the house of Austria, was elected emperor. In 1519 the empire was united to Spain, in the person of Charles V, but this union ceased upon his abdication, in 1556.",9.04
Bohemia,Bohemia,"The dutchy of Bohemia may be traced to the year 598, when Mnatho was duke. The princes of this country had great wars with the Caroline race of kings, but preserved their independency; and in 1199 Przemislas had the title of king, and transmitted it to his successors. In 1383 Sigismund king of Bohemia became emperor of Germany, but in 1440 this country became independent of Germany, being under Ladislaus king of Hungary. In 1536 it was, however, again united to Germany, in the person of the emperor Ferdinand; and it has been in the same hands with the empire ever since, except that in 1617 Frederic elector palatine was chosen king of Bohemia, which occasioned dreadful wars till he was expelled in 1620.",9.05
Hungary,Hungary,"This country, which was chiefly the ancient Pannonia, was reduced by Tiberius in 11 B.C. In 376 the Huns conquered it, and about 460 were expelled by the Gepidae, who submitted to the Lombards in 526. This nation was allowed to settle here by the emperor Justinian; but in 568 they quitted this country, in order to go into Italy, leaving it to the Huns; who remained masters of it till they were conquered by Charlemaigne in 794.
 Afterwards we find the Hungarians an independent nation: for in the year 920, they were governed by Toxis, the father of Geisa, their first christian king. This race continued till 1302, when Charles Martel, son of Charles king of Naples, and of Mary, daughter of Stephen IV, king of Hungary, partly by election, and partly by inheritance and conquest, succeeded to the crown. In 1383 Sigismund, emperor of Germany and king of Bohemia, became king of Hungary in right of his wife; but in 1438 it became again independent of the empire, under Uladislaus. In 1540 Solyman the Turk seized the best part of this country, and Ferdinand the emperor took the rest; from which time it was the seat of frequent and bloody wars between the Germans and the Turks, till 1739, when the latter yielded it up, except Belgrade; and since that time it has generally been annexed to the German empire.",9.06
Crim Tartary,Crim Tartary,"This country was the ancient Bosporus, inhabited by the Tauro Scythae, and the peninsula, which makes a principal part of it, was called Chersonesus Taurica. It was governed by its own kings, one of whom, named Pharnaces, was defeated by Caesar 47 B.C. But this country was never subject to the Romans. In 1266 the Genoese took Kassa in this country from the Tartars, who had not held it long. In 1471 it was taken from them by Mohammed II, who settled in it Mengheli Kerai, who had been one of the Khans of Kipjak, when that country was conquered by the Russians. It is now in a kind of subjection to the Turks.",10.01
Thrace,Thrace,"A considerable part of this country was conquered by Philip and Alexander, kings of Macedon, in the year 356, 348, and 335 B.C. and under their successors it continued, and was enlarged, till the conquest of Macedonia by the Romans in 168 B.C. Constantine the Great removed the seat of the empire to Byzantium in this country, and called it Constantinople; and this whole territory, though frequently invaded, and part of it occupied by the northern Barbarians, continued subject to the Roman still 1204, when the Latins conquered it, in their way to the Holy Land, and kept it till it was recovered by the Greeks in 1261. In 1357 the Turks first penetrated into this part of Europe; in 1360 they took Adrianople, and in 1453 they compleated the reduction of the whole, by taking Constantinople, under Mohammed II, who made it the seat of his own empire.",11.01
Macedonia,Macedonia,"In 596 B.C. Caranus and Perdiccas fled from Phidon and founded the kingdom of Macedon. Under Philip, and his son Alexander, this nation became very considerable, and not only subdued its neighbours, but put an end to the empire of the Persians. Macedonia continued in the family of Alexander the Great, or that of some of his generals, till 168 B.C. when Perseus was conquered by the Romans, and his kingdom reduced into a Roman province. It continued part of the Roman empire till 1392, when the Turks entered it, under Bajazet IV, but they did not complete the conquest of it till 1429, under Amurath II.",11.02
Epirus,Epirus,"This country was first inhabited by the Chaones, and the kingdom of Epirus may be said to have begun with Pyrrhus, the son of Achilles, about the year 900 B.C. About 280, another Pyrrhus, king of this country, distinguished himself greatly by his wars with the Romans, in favour of the Tarentines. Upon the death of Deidamia, the last of this race, about the year 240 B.C. the Epirots formed themselves into a republic, which was reduced by Paulus Aemilius the Roman general in 167 B.C. all the towns being destroyed, and the inhabitants enslaved in one day. Upon the taking of Constantinople by the Latins in 1204, Michael Angelus seized this country, and his posterity held it till it was taken by the Turks, under Amurath II, in 1432. In 1447 the famous Scanderbeg revolted from the Turks; but it was finally reduced by Mohammed II, in 1466.",11.03
Thebes,Thebes,"Cadmus, a Phenician, founded this state in 1045 B.C. but Xuthus, the last of this race of kings, being killed in single combat with Melanthus king of Athens, about 820 B.C. the city formed itself into a republic. At the conclusion of the Peloponnesian war, in 404, it was seized by the Lacedaemonians, but was recovered by Pelopidas in 379, from which time it made a great figure in Greece, till the death of Epaminondas in 363. Joining with the Athenians against Philip of Macedon, it was conquered, and forced to take a Macedonian garrison in 338; but revolting, upon the death of Philip, Alexander besieged and took the city in 335, razing it to the ground, and selling the inhabitants for slaves. Reviving again, and joining the Achaean league against the Romans, it was reduced, and by them in 145 B.C. Afterwards it was with the rest of the Greek empire, conquered by the Latins in 1204. It was recovered by the Greeks in 1261, and taken by the Turks about 1458.",11.04
Athens,Athens,"This city was founded by Cecrops in 1080 B.C. In 804 (Codrus, the last king of Athens, being slain in a war with the Spartans) it became a republic, and rose to great power, particularly about the beginning of the Peloponnesian war, at the conclusion of which, in 404, it was taken by the Spartans. In 481 Thrasibulus destroyed the form of government established by the Spartans, and from that time the Athenians enjoyed their liberty, in a great measure, though overawed by the kings of Macedon, till the arrival of the Romans. Sylla the Roman general besieged and took Athens in 87 B.C. the Athenians having joined Mithridates, who was at that time at war with the Romans. Upon the taking of Constantinople by the Latins in 1204, this, and other maritime cities of Greece, were given to the Venetians, who kept many of them after the restoration of the Greek emperors, but it went through the hands of several masters of no note, till 1455, when it was conquered from the Venetians by the Turks; who also retook it, presently after it had been recovered by the Venetians in 1687.",11.05
Achaia,Achaia,"The country of Achaia was peopled by Achaeus the son of Xuthus. In 1080 B.C. Aegialeus, the brother of Phoroneus, and son of Inachus, built Aegialeum, afterwards called Sicyon, which gave a beginning to that kingdom, and was the first town that was built in Greece. There had been an antient league of the cities of this part of Greece, but it made no figure till about 280 B.C. when it became very famous under Aratus, and bravely opposed the kings of Macedon; but Mummius the Roman general put an end to this league by the conquest of this country, and taking the city of Corinth in 146 B.C. Upon the taking of Constantinople by the Latins, in 1204, the maritime cities of this country were allotted to the Venetians; but upon the restoration of the Greeks in 1261, it became part of that empire once more, and continued so till 1458,  when it was reduced by the Turks, under Mahomet II. The Turks were expelled by the Venetians in 1687, but retook it in 1715.",11.06
Sparta,Sparta,"In 1069 B.C. Eurotas, the son of Lelex, and Lacedaemon (who married Sparta, the daughter of Eurotas) reigned in Laconia, and built Sparta. In 708 the famous Lycurgus new model led this state, after which it became very illustrious, particularly by the conquest of Athens. Philopaemen having defeated Machanidas and Nabis, their tyrants, joined the Spartans to the Achaean league in 192 B.C. Afterwards they quarrelled with the Achaeans, and joined the Romans against them; but not withstanding this, it may be said, that they, and the rest of Peloponnesus, were reduced by the Romans, at the taking of Corinth in 146 B.C. and in 71 they, together with the rest of Greece, were by Vespasian reduced into the form of a Roman province. In the latter times of the Greek emperors, this territory was subject to despots, who owed allegiance to the emperors. The last of them was Thomas Paelaeologus, who was dispossessed by Mahomet II, in 1458. The Venetians conquered it betwixt 1685 and 1687, but the Turks recovered it in 1715.",11.07
Messenia,Messenia,"This country was conquered by the Spartans in 632 B.C. It revolted in 607, and was reduced again in 588; when many of the inhabitants quitted their country, and founded Messana in Sicily. They were restored to their former free state by Epaminondas in 369, were comprehended in the Achaean league about 280, but revolted in 191; and routing the Achaeans in 183, they put to death the famous Philopaemen. The city, however, was taken by the Achaeans immediately after, and from that time underwent the revolutions of the Achaeans and of Sparta.",11.08
Crete,Crete,"The Idaei Dactyli and Curetes were the antient inhabitants of this country. In 1015 B.C. Minos reigned in Crete. Afterwards there were a variety of republics in this island; but in 68 B.C. the whole of it became subject to the Roman empire. The Saracens conquered it in 812, but the Greeks recovered it in 954. When Constantinople was taken by the Latins in 1204, this island fell to the Venetians, but in 1645 the Turks took it from them, except the capital, which surrendered in 1669.",11.09
Rhodes,Rhodes,"This island is said to have been first peopled by the Telchines from Crete. They were driven out by the Dorians, who were governed by kings at the time of the Trojan war in 904 B.C. but about 480 they formed themselves into a republic. The city of Rhodes was built in the time of the Peloponnesian war in 432 B.C. It was seized by Artemesia queen of Caria in 351 B.C. but was restored to its liberty soon after, by the help of the Athenians. In 331 the Rhodians surrendered to Alexander the Great, but upon his death, in 324, they expelled the Macedonian garrison, and became a free people again. In 303 this city was famous for its siege by Demetrius Poliorcetes, whom they baffled. In 156 they were admitted into an alliance with Rome, from which may be dated their subjection to the Roman empire; and in the civil wars which followed the death of Caesar, Cassius took the city, and plundered it in 42 B.C. and in 71 it was reduced by Vespasian into the form of a Roman province. The Saracens conquered this island in 652; but the Greeks recovered it in the civil wars of the Saracens (perhaps about the year 900.) In 1124 it was taken by the Venetians, but was recovered by the Greeks, under John Ducas, about 1227. The Turks conquered it in 1283, and though it was taken from them by the knights of St. John of Jerusalem, in 1310, it was re-taken by Soliman II, in 1522, after a most desperate siege. ",11.1
Syracuse,Sicily,"The antient inhabitants of this island were the Sicani, and were divided into a number of small principalities. In 719 B.C. Archias, the son of Euergetes, of the stock of Hercules, led a colony of Greeks from Corinth, and built Syracuse. In 503 the Carthaginians, landing under the command of Machaeus, conquered part of Sicily; but after having subdued almost the whole of it, they were compelled, by the Romans, to abandon their conquest at the conclusion of the first Punic war, in 241 B.C. and Syracuse was taken by storm in 200 B.C. by which the whole island came into the possession of the Romans. In 439 and 440 the Vandals conquered it, but they were dispossessed by Bellisarius in 535. In 669 it was conquered by the Saracens, but the Greeks soon recovered part of it, which they held till 1041, when both the Saracens and Greeks were expelled by the Normans, under William Ferebatus. Roger I, who succeeded this William, was by the Pope made king of Sicily. He conquered Puglia, butin 1199 the emperor Henry reduced both Puglia and Sicily. In 1263 the count of Anjou was made king of Sicily by the Pope, Manfred, the natural son of the emperor, being defeated and slain; but in 1282 the Sicilians massacred the French by the order of Peter III, king of Arragon, who had married the daughter of Manfred; and in 1442, Alphonsus of Arragon, then king of Sicily, conquered Naples.",12.01
Sicily,Sicily,"The antient inhabitants of this island were the Sicani, and were divided into a number of small principalities. In 719 B.C. Archias, the son of Euergetes, of the stock of Hercules, led a colony of Greeks from Corinth, and built Syracuse. In 503 the Carthaginians, landing under the command of Machaeus, conquered part of Sicily; but after having subdued almost the whole of it, they were compelled, by the Romans, to abandon their conquest at the conclusion of the first Punic war, in 241 B.C. and Syracuse was taken by storm in 200 B.C. by which the whole island came into the possession of the Romans. In 439 and 440 the Vandals conquered it, but they were dispossessed by Bellisarius in 535. In 669 it was conquered by the Saracens, but the Greeks soon recovered part of it, which they held till 1041, when both the Saracens and Greeks were expelled by the Normans, under William Ferebatus. Roger I, who succeeded this William, was by the Pope made king of Sicily. He conquered Puglia, butin 1199 the emperor Henry reduced both Puglia and Sicily. In 1263 the count of Anjou was made king of Sicily by the Pope, Manfred, the natural son of the emperor, being defeated and slain; but in 1282 the Sicilians massacred the French by the order of Peter III, king of Arragon, who had married the daughter of Manfred; and in 1442, Alphonsus of Arragon, then king of Sicily, conquered Naples.",12.02
Tarentum,Naples,"The greatest part of this country was anciently possessed by the Etruscans, who built Nola and Capua; but the Greeks arriving, and founding colonies in it, the Etruscans became confined within the boundaries of Hetruria, beyond the Tiber. In 333 B.C. the Campanians, who inhabited part of this territory, submitted to the Romans; in 291 the Samnites, who possessed another part of it, were finally subdued; and in 272 Tarentum (which was founded by Phalantus the Spartan in 625 B.C.) was conquered, and all this part of Italy became part of the Roman empire, whose revolutions it underwent, till the arrival of the Lombards in 568, who seized part of it. At the same time also several principalities arose in this division of Italy, which did not acknowledge the Greek emperor, particularly the dutchy of Benevento, which then comprehended a considerable part of it; but this, together with Lombardy, submitted to Charlemaigne in 774, the Greek emperors only keeping possession of some of the maritime places in this country. In 840 the Saracens entered this part of Italy, but were finally expelled by the Greeks about 1002. About 1043 the Normans conquered a great part of Puglia in this country, and put an end to the Greek empire in it; and in 1053 Henry IV. granted Benevento to the pope, in exchange for Bamber. In 1127 Roger, count of Sicily, took possession of Puglia, and soon after assumed the title of king. In 1194 the emperor Henry reduced Puglia and Sicily. In 1442 Alphonsus of Arragon, being then king of Sicily, conquered Naples, and from this time the two kingdoms have always gone together. In 1713 the two Sicilies, as they are now called, submitted to the Imperialists, and have continued in the family of Spain to this day, but not annexed to the Spanish monarchy.",13.01
Naples and Southern Italy,Naples,"The greatest part of this country was anciently possessed by the Etruscans, who built Nola and Capua; but the Greeks arriving, and founding colonies in it, the Etruscans became confined within the boundaries of Hetruria, beyond the Tiber. In 333 B.C. the Campanians, who inhabited part of this territory, submitted to the Romans; in 291 the Samnites, who possessed another part of it, were finally subdued; and in 272 Tarentum (which was founded by Phalantus the Spartan in 625 B.C.) was conquered, and all this part of Italy became part of the Roman empire, whose revolutions it underwent, till the arrival of the Lombards in 568, who seized part of it. At the same time also several principalities arose in this division of Italy, which did not acknowledge the Greek emperor, particularly the dutchy of Benevento, which then comprehended a considerable part of it; but this, together with Lombardy, submitted to Charlemaigne in 774, the Greek emperors only keeping possession of some of the maritime places in this country. In 840 the Saracens entered this part of Italy, but were finally expelled by the Greeks about 1002. About 1043 the Normans conquered a great part of Puglia in this country, and put an end to the Greek empire in it; and in 1053 Henry IV. granted Benevento to the pope, in exchange for Bamber. In 1127 Roger, count of Sicily, took possession of Puglia, and soon after assumed the title of king. In 1194 the emperor Henry reduced Puglia and Sicily. In 1442 Alphonsus of Arragon, being then king of Sicily, conquered Naples, and from this time the two kingdoms have always gone together. In 1713 the two Sicilies, as they are now called, submitted to the Imperialists, and have continued in the family of Spain to this day, but not annexed to the Spanish monarchy.",13.02
